EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
333702284,PATHWAY PARTNERS,% SHEILLA BUON,3 BRIARCLIFF TER,BOSTON,MA,02126-2503,0000,03,3,2000,202503,1,16,000000000,1,01,,0,0,02,0,06,,,,O50,
333704522,HEMAYAT HOPE CORP,,18 AUBURN ST,FRAMINGHAM,MA,01701-4861,0000,03,3,2000,202504,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P84,
333707929,REHUMANIZATION PROJECT,% ETHAN CHAPMAN BAGLEY,4 DALE ST UNIT 2,MALDEN,MA,02148-2908,0000,03,3,1000,202504,1,15,000000000,1,01,,0,0,02,0,12,,,,P20,
333710365,DAMIEN AMARAL FOUNDATION,,14 LOWELL RD,PEMBROKE,MA,02359-2109,0000,03,3,2000,202504,1,15,000000000,5,01,,0,0,02,0,12,,,,B21,
333731144,HALLIGAN FAMILY FOUNDATION,% TWIN FOCUS,TWIN FOCUS 75 PARK PLAZA,BOSTON,MA,02116-0000,0000,03,3,1000,202505,1,04,000000000,2,01,,0,0,00,1,12,,,,T99,
333738482,AMERICAN FOUNDATION FOR TRAINING RESEARCH AND EDUCATION USING ADVAN,% MYRA EB SYSTEMS,581 LOWELL ST,LEXINGTON,MA,02420-2272,0000,03,3,2000,202510,1,15,000000000,1,01,,0,0,02,0,12,,,,J22,
333743651,ASSEMBLEE DES MINISTERES EVANGELIQUES,% MARIE MICHELLE LUBIN,117 N HOLDEN ST,NORTH ADAMS,MA,01247-2516,0000,03,3,7000,202506,1,16,000000000,1,01,,0,0,02,0,12,,,,X20,
333747929,SAKE BREWERS GUILD,,12 OCEAN HILL DR,KINGSTON,MA,02364-3010,0000,03,3,2000,202504,1,16,000000000,1,01,,0,0,02,0,12,,,,B01,
333749665,FIREBRAND EDUCATION INC,,53 STATE ST STE 500,BOSTON,MA,02109-3111,0000,03,3,1200,202505,1,15,000000000,1,01,,0,0,02,0,12,,,,B90,
333749975,DRAGONS AND CRYSTALS INC,,68 HARRISON AVE STE 605 PMB 617427,BOSTON,MA,02111-1929,0000,03,3,1000,202504,1,16,000000000,1,01,,0,0,02,0,12,,,,W99,
333751028,BOLD FUTURES ACADEMY FOUNDATION,,153 TURNER RD,ROCKLAND,MA,02370-1037,0000,03,3,1000,202504,1,16,000000000,1,01,,0,0,02,0,12,,,,B02,
333754904,POPULAR DEMAND,% OLUWATOBI SASORE,145 TREMONT ST STE 201 PMB 1107,BOSTON,MA,02111-1251,0000,03,3,2000,202509,1,15,000000000,1,01,,0,0,01,0,11,,,,R40,
333759169,MEDITATION ARTIFACTS INCORPORATED,% LUCA DEL DEO,58 DAY ST UNIT 440247,SOMERVILLE,MA,02144-4410,0000,03,3,1280,202505,1,15,000000000,1,01,202501,0,0,02,0,01,0,0,0,B60,MEDITATION ARTIFACTS
333759474,AUGMENTED ARTS INC,,38 EVERTON ST,DORCHESTER,MA,02121-3507,0000,03,3,1000,202504,1,16,000000000,1,01,,0,0,02,0,12,,,,A99,
333764729,ANSSOSA DIASPORA ALUMNI ASSOCIATION,,1259 HYDE PARK AVE STE 112,BOSTON,MA,02136-2859,0000,03,3,1000,202511,1,15,000000000,1,01,,0,0,02,0,12,,,,B84,
333765687,SEEKCOOL INC,,22 STONYBROOK LN,SHREWSBURY,MA,01545-5477,0000,03,3,2800,202504,1,04,000000000,1,01,,0,0,00,1,12,,,,B90,
333767187,MOTIVATED BY FAITH DELIVERANCE MINISTRIES,,32 BERKSHIRE ST,INDIAN ORCH,MA,01151-1404,0000,03,3,7000,202505,1,15,000000000,1,01,,0,0,02,0,12,,,,X20,
333768327,IGLESIA POR FE NO POR VISTA,% IGLESIA POR FE NO POR VISTA,205 MILLBURY ST,WORCESTER,MA,01610-2826,0000,03,3,7000,202506,1,16,000000000,1,01,,0,0,02,0,12,,,,X20,
333779226,GINGERSNAP INCLUSIVE ARTS INCORPORATED,% ANTONELLA DALOIA,9 EMMONS ST,MILFORD,MA,01757-2015,0000,03,3,2000,202504,1,16,000000000,1,01,,0,0,02,0,12,,,,A25,
333780667,SUMMIT PARTNERSHIP INC,,59 CLEVELAND RD,WELLESLEY,MA,02481-2434,0000,03,3,1000,202511,1,16,000000000,1,01,,0,0,02,0,12,,,,T99,
333785804,RECOVERY COLLABORATION PROJECT,,186 PRICHARD ST,FITCHBURG,MA,01420-7547,0000,03,3,1000,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,F25,
333786765,WINTHROP BUSINESS LEADERSHIP COUNCIL INC,% JASON KARGE,10 PUTNAM ST 6 MICHAELS MALL,WINTHROP,MA,02152-0000,0000,03,3,1200,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,B99,
333804145,EVAN TEMPLE,,234 LITTLETON RD STE 1B,WESTFORD,MA,01886-3530,0000,03,3,1270,202504,1,10,000000000,1,01,,0,0,06,0,12,,,,X50,
333805805,LEE ACADEMY MENTOR FOUNDATION INC,,11 PARKER ST,HYDE PARK,MA,02136-3810,0000,03,3,2000,202504,1,15,000000000,1,01,,0,0,02,0,02,,,,B90,
333805811,GUARDIAN CHARITABLE FOUNDATION INC,,99 MAIN ST,NORTH EASTON,MA,02356-1406,0000,03,3,1000,202504,1,15,000000000,1,01,,0,0,02,0,12,,,,N12,
333809089,FAN INTO FLAME MINISTRIES,,70 BROADWAY UNIT 43,N ATTLEBORO,MA,02760-2256,6037,03,9,7000,201408,1,10,000000000,1,01,,0,0,06,0,12,,,,,
333810110,PARENT BOOSTER USA INC,% DANIEL ROBINSON,335 HIGH ST,NEWBURYPORT,MA,01950-3745,5271,03,9,2100,200510,1,16,000000000,1,01,,0,0,02,0,10,,,,B112,FRIENDS OF NEWBURYPORT GIRLS V HOCK
333813112,CAROL DOHERTY FOUNDATION,% BARRY C SANDERS,75 STEVE DR,TAUNTON,MA,02780-2876,0000,03,3,1000,202504,1,16,000000000,1,01,,0,0,02,0,12,,,,T12,
333815705,JOSIE MARATHON CONSULTING SERVICES LLC,,1435 MAIN ST,BROCKTON,MA,02301-7113,0000,03,3,2000,202505,1,16,000000000,1,01,,0,0,02,0,03,,,,B99,JOS MORAIS SOLE MBR
333818425,PROJECT LOCATE INC,% PMB 223551,68 HARRISON AVE STE 605 PMB 223551,BOSTON,MA,02111-1929,0000,03,3,1000,202504,1,15,000000000,1,01,,0,0,02,0,12,,,,I99,
333824562,JUDITH ANNE DEVITT CHARITABLE FUND INC,,200 LASELL ST,WEST ROXBURY,MA,02132-1722,0000,03,3,1000,202504,1,15,000000000,1,01,,0,0,02,0,12,,,,B12,
333826431,BLANCHE AMES ELEMENTARY SCHOOL PTA,% ERIC LIVESEY,50 SPOONER ST,NORTH EASTON,MA,02356-2004,0000,03,3,1000,202504,1,15,000000000,5,01,202506,3,3,01,0,06,57541,70008,65084,B94,
333829895,WITCH CITY COMMUNITY THEATRE INC,% RAVENNE ROSE,20 FOLLY POND RD APT 12,BEVERLY,MA,01915-5361,0000,03,3,1000,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,A60,
333838504,ANN ZELESKY-CAROL RYAN SCHOLARSHIP FOUNDATION,,41 HUCKLEBERRY RD,HOPKINTON,MA,01748-1054,0000,03,3,1000,202509,1,03,000000000,1,01,,0,0,00,1,12,,,,T20,
333838828,DORCHESTER UNITED SPORTS CLUB INC,% JANELLE LESTRADE,68 STANTON ST APT 2,DORCHESTER,MA,02124-4782,0000,03,3,1200,202505,1,15,000000000,1,01,,0,0,02,0,12,,,,S20,
333842030,SYRIAN CRAFTS COUNCIL,,18 PAUL RD,MEDFORD,MA,02155-2515,0000,04,3,3000,202508,2,00,000000000,1,01,,0,0,01,0,12,,,,P84,
333852646,AC & LINK VOLLEYBALL FOUNDATION,% AMY MARIE YOUMELL,197 W HAWLEY RD,HAWLEY,MA,01339-9626,0000,03,3,1200,202504,1,15,000000000,5,01,,0,0,02,0,01,,,,N12,
333857750,LUNENBURG EDUCATION ACCELERATOR FOUNDATION,% SIBYL KAUFMAN,27 OAK AVE,LUNENBURG,MA,01462-1440,0000,03,3,2000,202505,1,15,000000000,1,01,,0,0,02,0,12,,,,T20,
333863298,BOSTON WOMEN IN BIOINFORMATICS INC,,1188 BROADWAY APT 403,SOMERVILLE,MA,02144-1756,0000,03,3,2800,202506,1,16,000000000,1,01,,0,0,02,0,01,,,,U03,
333874556,BOSTON VETERANS FOOTBALL ASSOCIATION INC,% ELVIS MBENG MBI,PO BOX 104,THORNDIKE,MA,01079-0104,0000,03,3,1000,202507,1,16,000000000,1,01,,0,0,02,0,12,,,,N64,
333879351,CSR SUPPORT CORPORATION,,520 DUDLEY ST,ROXBURY,MA,02119-2769,0000,03,3,1000,202505,1,21,000000000,1,01,,0,0,01,0,06,,,,O11,
333885808,COMPATRIOT ACADEMY CORP,,23 NORTHGATE RD,WELLESLEY,MA,02481-1108,0000,03,3,2000,202504,1,16,000000000,1,01,,0,0,02,0,12,,,,B60,
333885994,NARRAGANSETT AREA YOUTH BASEBALL INC,% RYAN LAFALAM,PO BOX 96,E TEMPLETON,MA,01438-0096,0000,03,3,1000,202504,1,15,000000000,1,01,,0,0,02,0,12,,,,N63,NAYB
333891475,CHILDREN OF GOD CHRISTIAN CENTER INC,,43 NOTRE DAME ST,ROXBURY,MA,02119-1230,0000,03,3,1700,202508,1,15,000000000,1,01,,0,0,02,0,12,,,,X20,
333903197,NEWPORT NEWWORKS INC,% FIDTRUSTINTL ATTN A COLE-T RODDAY,55 OLD BEDFORD RD STE 302,LINCOLN,MA,01773-1125,0000,03,3,1000,202510,1,15,000000000,1,01,,0,0,01,0,12,,,,A25,
333909694,NOULA WE ARE HERE,% JUNIE ARMAND,150 PLEASANT ST UNIT 205,BROOKLINE,MA,02446-7115,0000,03,3,1200,202504,1,15,000000000,1,01,,0,0,02,0,12,,,,P80,
333929024,ITA CHEER BOOSTERS,,49 CORDAGE TER,PLYMOUTH,MA,02360-4401,0000,03,3,1000,202507,1,16,000000000,1,01,,0,0,02,0,01,,,,N60,
333930696,NEEDHAM OPEN STUDIOS INCORPORATED,,28 MAPLE ST,NEEDHAM,MA,02492-2342,0000,03,3,1200,202505,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,A20,NEEDHAM OPEN STUDIOS
333935092,ANCHORED CANDY FUND INC,% CAROL HALL,6 NORFOLK RD,CHESTNUT HILL,MA,02467-1808,0000,03,3,1200,202507,1,16,000000000,1,01,,0,0,01,0,12,,,,A20,
333940054,AAZAADI FILMS INC,,82 LANCASTER TER,BROOKLINE,MA,02446-2237,0000,03,3,1200,202505,1,15,000000000,1,01,,0,0,02,0,12,,,,A31,
333941367,KENAN CENTER FOR TURKISH CULTURAL STUDIES INC,,210 HIGHLAND AVE,NEEDHAM,MA,02494-3010,0000,03,3,1278,202504,1,16,000000000,1,01,,0,0,02,0,12,,,,A20,
333943187,EASTERN MASS VOLT HOCKEY CLUB INC,% JAMES M FARRELL,28 SPOFFORD ST,NEWBURYPORT,MA,01950-1732,0000,03,3,1000,202509,1,15,000000000,1,01,,0,0,02,0,07,,,,N99,
333946985,COMMONWEALTH 911 PEER SUPPORT GROUP CORP,% COMMONWEALTH 911 PEER SUPPORT GRO,22 LESSEY ST APT 617,AMHERST,MA,01002-2176,0000,03,3,1200,202505,1,15,000000000,1,01,,0,0,02,0,12,,,,E11,COMMONWEALTH 911 PEER SUPPORT
333953792,BIGGER THAN BALL FOUNDATION,,4 ARNOLD RD,WELLESLEY,MA,02481-2840,0000,03,3,1000,202506,1,15,000000000,2,01,,0,0,01,0,12,,,,T30,
333954318,MARBLEHEAD YOUTH CHEER CORP,% SARAH GLASSMAN,65 WASHINGTON ST,MARBLEHEAD,MA,01945-3529,0000,03,3,2000,202504,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N60,
333958928,TYNADO FOUNDATION INC,,6 JEFFERSON LN,ANDOVER,MA,01810-4048,0000,03,3,1200,202505,1,15,000000000,1,01,,0,0,02,0,12,,,,G99,
333960204,SENA FOUNDATION INC,% THEOPHILIA AFFUL,560 N MAIN ST APT A104,LEOMINSTER,MA,01453-1820,0000,03,3,2000,202507,1,03,000000000,1,01,,0,0,00,1,12,,,,B82,
333961389,COMMON INC,% HOLLY CHANNELL,20 WESTWOOD DR,WORCESTER,MA,01609-1247,0000,03,3,1200,202504,1,16,000000000,1,01,,0,0,02,0,12,,,,A6C,THE COMMON
333967071,FITCHBURG YOUTH FOOTBALL & CHEER CLUB,,PO BOX 851,FITCHBURG,MA,01420-0008,0000,03,3,2000,202504,1,16,000000000,1,01,,0,0,02,0,12,,,,N65,FYFCC
333967109,MIDDLEBOROUGH PERFORMING ARTS BOOSTER CLUB INC,% TREASURER OF MPABC,71 E GROVE ST,MIDDLEBORO,MA,02346-1847,0000,03,3,1000,202511,1,15,000000000,1,01,202506,0,0,02,0,06,0,0,0,A12,
333967257,GREEK SMILE PROJECT,% ELENI APAZIDOU,2 HAYDN ST,ROSLINDALE,MA,02131-4014,0000,03,3,1280,202505,1,15,000000000,1,01,,0,0,02,0,12,,,,E60,
333967758,ARLINGTON YOUTH FOOTBALL CLUB,% JOEL BECK,147 SCITUATE ST,ARLINGTON,MA,02476-7726,0000,03,3,1000,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,N65,
333973039,WESTERN AVENUE COMMUNITY FOUNDATION CORPORATION,,299 WESTERN AVE,CAMBRIDGE,MA,02139-3748,0000,03,3,1000,202511,1,15,000000000,1,01,,0,0,02,0,12,,,,S20,
333984191,COREY ROHN WEATHERS FOUNDATION INC,,24 WENLOCK CIR,NORTH EASTON,MA,02356-2657,0000,03,3,1278,202504,1,04,000000000,1,01,,0,0,00,1,12,,,,N6A,
333993552,NZUKO ARO OKEIGBO MASSACHUSETTS INC,% IVI NWOSU,1486 HYDE PARK AVE,BOSTON,MA,02136-2626,0000,03,3,1200,202506,1,16,000000000,1,01,,0,0,02,0,12,,,,A23,
333993612,4 YOUR SOUL INCORPORATED,,288 GROVE STREET 312,BRAINTREE,MA,02184-7209,0000,03,3,1000,202504,1,16,000000000,1,01,,0,0,02,0,12,,,,X20,
333998631,SWT COMMUNITY SUPPORT,% MARIA DZHENKOVA,42 SHORE RD,NORTH TRURO,MA,02652-0000,0000,03,3,1200,202504,1,15,000000000,1,01,,0,0,02,0,01,,,,Q23,
334004287,CCHS CLASS OF 1975 DEVELOPMENT FUND,% WELLES C HATCH,60 THOREAU STREET 192,CONCORD,MA,01742-2456,0000,03,3,1000,202504,1,16,000000000,1,01,,0,0,02,0,12,,,,B12,
334004770,NEOBOTICS FOUNDATION INC,,285 3RD ST,CAMBRIDGE,MA,02142-1115,0000,03,3,8000,202505,1,15,000000000,1,01,,0,0,02,0,12,,,,U99,NEOBOTICS
334012265,SKETCHYGOICHIE DRAW INC,,36 JENNINGS WAY,WESTPORT,MA,02790-4758,0000,03,3,1200,202508,1,15,000000000,1,01,,0,0,02,0,11,,,,A40,
334021515,MOBILE WHINNIES INC,% KATHRYN BRODOWSKI,1167 MASSACHUSETTS AVE,ARLINGTON,MA,02476-4346,0000,03,3,1200,202512,1,15,000000000,1,01,,0,0,01,0,12,,,,E50,
334023686,BRAMBLE ROCK FARM INC,,9 WHITES MOUNTAIN RD,GLOUCESTER,MA,01930-2141,0000,03,3,2000,202504,1,16,000000000,1,01,,0,0,02,0,01,,,,K20,
334026152,EARTH ANGEL GUARDIANS ANIMAL RESCUE INCORPORATED,,149 S MAIN ST,CARVER,MA,02330-1508,0000,03,3,4000,202504,1,15,000000000,1,01,,0,0,02,0,12,,,,D20,
334036693,GREENFIELD NEIGHBORHOOD,% ANNE GEORGE,91 SMITH ST,GREENFIELD,MA,01301-2021,0000,03,3,1000,202508,1,15,000000000,1,01,,0,0,02,0,12,,,,P81,
334041345,VIE VENTURES FOUNDATION INC,% VIE VENTURES,245 MAIN ST FL 2,CAMBRIDGE,MA,02142-1064,0000,03,3,1000,202601,1,15,000000000,1,01,,0,0,01,0,12,,,,H12,VIE VENTURES FOUNDATION
334042476,923 MAIN INC,% LAURA DOELL,923 MAIN ST,FITCHBURG,MA,01420-3009,0000,03,3,1230,202508,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,A20,923 MAIN
334043151,SCIENCE COMMUNICATION TRAINERS NETWORK CORP,,82 WENDELL AVENUE STE 100,PITTSFIELD,MA,01201-7066,0000,03,3,2000,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,B03,
334045313,AYER-SHIRLEY YOUTH BASEBALL & SOFTBALL INC,% CAPRARA LAW PC,PO BOX 1372,SHIRLEY,MA,01464-1372,0000,03,3,1200,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,N63,ASYBS
334050844,BOSTON KOREAN BASEBALL LEAGIE,,12 QUEENS CIR,SHARON,MA,02067-2435,0000,03,3,1000,202505,1,15,000000000,1,01,,0,0,02,0,12,,,,N60,
334052111,SOLARIS COLLECTIVE INC,,11 BANTRY RD,FRAMINGHAM,MA,01701-4920,0000,03,3,1200,202507,1,15,000000000,1,01,,0,0,02,0,12,,,,Q30,SOLARIS COLLECTIVE
334052336,AGORA EDUCATION SERVICES INC,% CAROLYN GRIM,91 BALDWIN ST,BOSTON,MA,02129-1423,0000,03,3,1280,202507,1,15,000000000,1,01,,0,0,01,0,12,,,,B05,
334058942,MCENTRIC CHAPTER MEMBER SERVICES CORPORATION,% MCENTRIC,148 QUINCY SHORE DR UNIT 45,QUINCY,MA,02171-2931,0000,03,3,1200,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,W02,MCENTRIC
334060586,STEAM CITY CORP,% KOMAL MARKAN,33 CENTRAL AVE,EVERETT,MA,02149-2229,0000,03,3,1200,202506,1,16,000000000,1,01,,0,0,02,0,12,,,,B90,
334062425,MEDWAY ART ASSOCIATION INC,,235 VILLAGE ST,MEDWAY,MA,02053-1245,0000,03,3,1200,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,A25,
334063176,FRIENDS OF FRIENDSHIP HALL,,61 CHANDLER DR,MARSHFIELD,MA,02050-4736,0000,03,3,1000,202504,1,15,000000000,5,01,202412,1,0,02,0,12,1,0,0,S12,
334072223,FRIENDS OF KFSYSCC,% FRIENDS OF KFSYSCC,6 LIBERTY SQUARE 9052,BOSTON,MA,02109-5800,0000,03,3,1280,202505,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,G11,
334086288,GIVING THREAD,,229 LINCOLN ST,REVERE,MA,02151-4941,0000,03,3,1000,202505,1,15,000000000,5,01,,0,0,02,0,01,,,,E86,
334096004,ALPERIN FAMILY FOUNDATION,% MARSHA ALPERIN,PO BOX 990205,BOSTON,MA,02199-0205,0000,03,3,1000,202506,1,04,000000000,2,01,,0,0,00,1,12,,,,T22,
334101417,ROBOTITUDE INC,% ETHAN TRUONG,29 RUSSELL PL,ARLINGTON,MA,02474-4801,0000,03,3,1000,202504,1,16,000000000,1,01,,0,0,02,0,01,,,,B90,
334101567,FEDERALIST PARTY,% JACK BATTEN,32 TURKEY HILL RD,NEWBURYPORT,MA,01950-3472,0000,03,3,2370,202505,1,16,000000000,5,01,,0,0,02,0,12,,,,A70,
334105694,ANGOLA PARTNERSHIP INC,% JAMES M SOLBERG,44 GARDEN ST,CAMBRIDGE,MA,02138-1561,0000,03,3,2000,202504,1,16,000000000,1,01,,0,0,02,0,12,,,,B12,
334108478,WOMEN STEPPING INTO POWER INC,,77 AUDUBON RD,WEYMOUTH,MA,02188-4402,0000,03,3,1270,202508,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,L41,
334110615,JAMES E ODONNELL SCHOLARSHIP FUND,% ROBERT POMER,PO BOX 72,BELMONT,MA,02478-0001,0000,03,3,1000,202505,1,16,000000000,5,01,,0,0,02,0,12,,,,B82,
334111266,TASSEL INC,% TASNEEM GHOGAWALA,143 HUNNEWELL ST,NEEDHAM,MA,02494-1823,0000,03,3,1000,202506,1,15,000000000,1,01,,0,0,02,0,12,,,,B99,
334114691,OMAJAYS CORP,,65 WESTDALE RD,HOLBROOK,MA,02343-1059,0000,03,3,1200,202507,1,15,000000000,1,01,,0,0,02,0,12,,,,P20,
334121848,DOUBLE A RHYTHM INC,,19 SAGAMORE AVE,MEDFORD,MA,02155-2107,0000,03,3,2000,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,A20,
334124335,FILS AIME FAMILY FOUNDATION INC,% NICOLSON J FILS-AIME,15 ROCK RD,HYDE PARK,MA,02136-6209,0000,03,3,1000,202505,1,16,000000000,1,01,,0,0,02,0,01,,,,B11,FILS AIME FAMILY FOUNDATION
334125531,SMART COOKIE INC,% CASSANDRA LAMERIQUE,48 GALEN ST,BROCKTON,MA,02302-3336,0000,03,3,2000,202505,1,15,000000000,1,01,,0,0,02,0,12,,,,B01,
334125570,ADELIA THE WONDER GIRL INC,,4 VOLUNTEER RD,HINGHAM,MA,02043-3623,0000,03,3,1000,202511,1,15,000000000,1,01,,0,0,01,0,12,,,,T30,
334127748,DIRIGO SERVICE LEADERSHIP AND EDUCATIONAL FOUNDATION,,3 PAMELA LN,STERLING,MA,01564-2463,0000,03,3,1200,202508,1,15,000000000,1,01,,0,0,02,0,12,,,,B99,
334131320,PAUL TRACEY 16 MEMORIAL FOUNDATION INC,,85 SHERBOURNE PL,WALTHAM,MA,02451-7318,0000,03,3,1000,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,P50,
334133147,MIDDLETON MA FOOD PANTRY,% COLLEEN MOULISON,38 MAPLE ST,MIDDLETON,MA,01949-2230,0000,03,3,1000,202601,1,15,000000000,1,01,,0,0,01,0,06,,,,K31,
334136802,BABSON RUGBY DEVELOPMENT INC,% KENNETH,33 BAY ST,MARSHFIELD,MA,02050-5313,0000,03,3,2000,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,N99,
334140917,CHICOPEE HIGH SCHOOL AFJROTC BOOSTER CLUB INC,,820 FRONT ST,CHICOPEE,MA,01020-1722,0000,03,3,1200,202505,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,B12,
334146324,ELLIS SQUARE FRIENDS,,2 DANE ST,BEVERLY,MA,01915-4515,0000,03,3,1000,202507,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,K35,
334151343,RESCUE BREATH COLLECTIVE INC,,PO BOX 2332,AMHERST,MA,01004-2332,0000,03,3,1000,202506,1,16,000000000,1,01,,0,0,02,0,12,,,,,
334157320,BLUE KNIGHTS ALUMNI ASSOCIATION,% R0BERT FOSTER,25 FITCHVIEW AVE,LUNENBURG,MA,01462-2217,0000,03,3,1200,202505,1,15,000000000,5,01,202512,0,0,02,0,12,0,0,0,B84,
334158938,PARTNERS IN SURGERY,% KEE PARK,27 JAMES ST APT 5,BROOKLINE,MA,02446-3737,0000,03,3,2380,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,Q05,
334165260,DEEN FOUNDATION,% IBRAHIM AKAR,356 VILLAGE ST,MEDWAY,MA,02053-1679,0000,03,3,7000,202506,1,15,000000000,1,01,,0,0,02,0,12,,,,X40,
334166137,POWEROPTIONS CONNECT,% KRISTEN STELLJES,129 SOUTH STREET 6TH STREET,BOSTON,MA,02111-0000,0000,03,3,1280,202509,1,15,000000000,1,01,,0,0,01,0,06,,,,C60,
334166290,GRIFFIN GUARDIANS INITIATIVE INC,,50 MAIN ST STE 102,NORTH READING,MA,01864-2281,0000,03,3,1000,202505,1,15,000000000,1,01,,0,0,02,0,12,,,,T12,
334168374,DARUL ISLAM,,1960 COUNTY ST,SOMERSET,MA,02726-5402,0000,03,3,1700,202507,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
334172265,NORTH CENTRAL MASS FARMERS MARKETS INC,,85 SHADY AVE,WESTMINSTER,MA,01473-1317,0000,03,3,2000,202507,1,16,000000000,1,01,,0,0,02,0,12,,,,K99,
334182162,NEW PATH CONSTRUCTION SERVICES,% TAJ J WOOD,12 COOPER RD,WEBSTER,MA,01570-3557,0000,03,3,1000,202505,1,15,000000000,1,01,,0,0,02,0,01,,,,J22,
334188144,VOICES OF LOVE INC,% LEI ZHANG,42 WORTHEN RD APT 2A,LEXINGTON,MA,02421-4831,0000,03,3,1200,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,A68,
334189031,TISBURY COUNCIL ON AGING FRIENDS INC,% LINDA GORHAM,PO BOX 673,VINEYARD HVN,MA,02568-0673,0000,03,3,1000,202507,1,16,000000000,1,01,,0,0,02,0,12,,,,S11,
334191794,ANGEL OF HOPE FOR CHILDREN,% NAOMI KERNIZAN,202 FELLSWAY WEST APT 2,MEDFORD,MA,02155-2061,0000,03,3,1000,202505,1,04,000000000,5,01,,0,0,00,1,01,,,,P20,
334192021,OUR LADY OF SHWAYA INC,,15 BRADLEY RD,WEYMOUTH,MA,02191-1901,0000,03,3,1270,202506,1,15,000000000,1,01,,0,0,02,0,12,,,,X12,
334198343,WRENTHAM BARBARIANS RUGBY CLUB INC,,10 KEVIN JOES WAY,WRENTHAM,MA,02093-1215,0000,03,3,1000,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,N60,
334211622,WITCH HUNT THEATRE COMPANY,% TAYLOR STARK,43 SAINT MARYS ST APT 4,BROOKLINE,MA,02446-8215,0000,03,3,1000,202506,1,16,000000000,1,01,,0,0,02,0,12,,,,A65,WITCH HUNT THEATRE
334229250,AUTISM ROCKS,% SCOTT JOSEPH KAUFMAN,35 WOODS RD,NORWELL,MA,02061-1238,0000,03,3,1000,202507,1,04,000000000,1,01,,0,0,00,1,04,,,,G84,
334235624,BRANCHING TREE,% DOROTHY FOLEY,36 WAGON RD,WALPOLE,MA,02081-2262,0000,03,3,1200,202509,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,P70,
334240356,FOXBOROUGH LACROSSE ASSOCIATION,,13 WESTON AVE,FOXBOROUGH,MA,02035-1864,0000,03,3,1200,202506,1,16,000000000,1,01,,0,0,02,0,07,,,,B12,
334241582,SPRINGFIELD SKY ATHLETIC CLUB INC,% TIERRA DOWNIE,11 HOLLY HILL RD,SPRINGFIELD,MA,01119-2106,0000,03,3,1200,202505,1,04,000000000,1,01,,0,0,00,1,12,,,,O50,
334244304,MONTEREY MEETING HOUSE INC,,449 MAIN ROAD,MONTEREY,MA,01245-0000,0000,03,3,1000,202506,1,16,000000000,1,01,,0,0,02,0,12,,,,A82,
334246147,NEW ASHFORD VOLUNTEER FIREFIGHTERS ASSOCIATION INC,% CHIEF FRANK M SPETH III,PO BOX 162,LANESBOROUGH,MA,01237-0162,0000,03,3,1000,202507,1,15,000000000,1,01,,0,0,02,0,12,,,,M99,
334254508,PROJECT NEURO INC,,580 WASHINGTON ST UNIT 709,BOSTON,MA,02111-1877,0000,03,3,1200,202509,1,15,000000000,1,01,,0,0,02,0,11,,,,G48,PROJECT NEURO
334255776,WINCHESTER HIGH SCHOOL BOYS VOLLEYBALL BOOSTER CLUB,% YAODI LUO,30 CHARLES RD,WINCHESTER,MA,01890-1113,0000,03,3,1200,202601,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,N60,
334259172,TAUNTON MELANIN MARKET,% TALISA PROCTOR,28 PHYLLIS RD,TAUNTON,MA,02780-2838,0000,03,3,2000,202508,1,16,000000000,5,01,,0,0,02,0,12,,,,B03,
